	Start	Marker
1100	11584087550	9.0
1101	11584287637	1.0
1102	11584487716	12.0
1103	11584689166	0.0
1104	11584887868	7.0
1105	11585085939	1.0
1106	11585288123	11.0
1107	11585487013	3.0
1108	11585687049	10.0
1109	11585887225	5.0
1110	11586087339	9.0
1111	11586287532	2.0
1112	11586487635	12.0
1113	11586687749	7.0
1114	11586889037	0.0
1115	11587087109	11.0
1116	11587287273	3.0
1117	11587487470	6.0
1118	11587689581	5.0
1119	11587889584	10.0
1120	11588089628	1.0
1121	11588289273	12.0
1122	11588487961	4.0
1123	11588688073	8.0
1124	11588889528	5.0
1125	11589089800	7.0
1126	11589290518	11.0
1127	11589489927	4.0
1128	11589694049	6.0
1129	11589891927	0.0
1130	11590092033	7.0
1131	11590292272	3.0
1132	11590492418	6.0
1133	11590692542	4.0
1134	11590892581	11.0
1135	11591093478	2.0
1136	11591293191	8.0
1137	11591491658	5.0
1138	11591691771	12.0
1139	11591893059	8.0
1140	11592093249	2.0
1141	11592293415	9.0
1142	11592493345	4.0
1143	11592693487	8.0
1144	11592893783	1.0
1145	11593093847	10.0
1146	11593294015	2.0
1147	11593494448	8.0
1148	11593693619	4.0
1149	11593894327	12.0
1150	11594095575	0.0
1151	11594293729	9.0
1152	11594494083	10.0
1153	11594694186	5.0
1154	11594893916	7.0
1155	11595096340	0.0
1156	11595294403	10.0
1157	11595494460	5.0
1158	11595694761	9.0
1159	11595896388	1.0
1160	11596095559	11.0
1161	11596295645	3.0
1162	11596495758	6.0
1163	11596695901	2.0
1164	11598878216	9.0
1165	11600965576	888.0
1166	11601983358	777.0
1167	11602183332	12.0
1168	11602384317	3.0
1169	11602583564	11.0
1170	11602783738	5.0
1171	11602983762	9.0
1172	11603184032	2.0
1173	11603383993	11.0
1174	11603584257	3.0
1175	11603784375	8.0
1176	11603984446	1.0
1177	11604184498	9.0
1178	11604384692	2.0
1179	11604583959	7.0
1180	11604784027	12.0
1181	11604984436	4.0
1182	11605184663	8.0
1183	11605384632	2.0
1184	11605584750	9.0
1185	11605784727	0.0
1186	11605984868	8.0
1187	11606184983	2.0
1188	11606385054	10.0
1189	11606585840	0.0
1190	11606786144	9.0
1191	11606985332	1.0
1192	11607185449	10.0
1193	11607385547	12.0
1194	11607587127	0.0
1195	11607786692	11.0
1196	11607987345	5.0
1197	11608187349	6.0
1198	11608389466	0.0
1199	11608587562	8.0
1200	11608789547	1.0
1201	11608988507	12.0
1202	11609186732	2.0
1203	11609388828	7.0
1204	11609587056	5.0
1205	11609788045	6.0
1206	11609989233	8.0
1207	11610189212	2.0
1208	11610387444	11.0
1209	11610589536	1.0
1210	11610789615	9.0
1211	11610989979	0.0
1212	11611188360	6.0
1213	11611390464	1.0
1214	11611590312	7.0
1215	11611790657	3.0
1216	11611990625	11.0
1217	11612190582	5.0
1218	11612390876	8.0
1219	11612591058	10.0
1220	11612789114	4.0
1221	11612992086	11.0
1222	11613190458	3.0
1223	11613390182	12.0
1224	11613590705	2.0
1225	11613790592	6.0
1226	11613992008	3.0
1227	11614192221	7.0
1228	11614390854	5.0
1229	11614591858	6.0
1230	11614792355	4.0
1231	11614992357	7.0
1232	11615192788	9.0
1233	11615392755	0.0
1234	11615592782	10.0
1235	11615792778	1.0
1236	11615993015	7.0
1237	11616192929	4.0
1238	11616393536	6.0
1239	11616591368	5.0
1240	11616791460	7.0
1241	11616994364	0.0
1242	11617192981	8.0
1243	11617395023	4.0
